Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status
4,2,2,2,0,15,49,13,24,24,24,1,123.0,1,0,0,1,0,0,23,0,6,10,5.0,12.8,6,9,3,11.666666666666666,10.8,1.4,1.74,0
0,13,1,14,1,6,43,13,28,28,20,22,100.0,0,0,0,1,0,0,34,0,6,11,1.0,10.0,6,11,1,11.0,9.4,-0.8,-3.12,0
4,2,2,2,0,15,22,13,10,10,24,26,112.1,1,0,0,1,0,0,23,0,6,11,4.0,11.25,6,10,5,10.2,7.6,2.6,0.32,0
4,0,6,11,0,15,46,13,10,24,17,19,126.8,1,0,0,1,0,1,18,0,8,8,7.0,12.61,8,8,7,12.61,10.8,1.4,1.74,1
4,2,1,5,0,15,39,13,16,9,5,26,115.9,0,0,0,1,0,0,18,0,5,14,2.0,12.0,5,6,5,12.6,9.4,-0.8,-3.12,1
4,9,1,13,0,15,67,16,16,10,5,10,132.5,1,0,0,0,0,0,20,1,6,9,5.0,13.0,6,7,6,13.5,13.9,-0.3,0.79,1
4,3,3,16,0,15,66,18,24,24,24,26,132.2,1,0,0,1,0,1,18,1,5,9,4.0,12.0,5,8,5,13.0,10.8,1.4,1.74,1
4,0,1,12,0,15,96,18,17,16,8,9,160.15000000000003,1,0,0,1,0,0,18,1,7,8,4.0,12.0,8,8,0,6.874999999999999,16.2,0.3,-0.92,0
4,4,1,6,0,15,43,13,24,24,24,8,136.0,0,0,0,1,1,0,31,0,5,12,1.0,12.0,5,9,1,11.0,16.2,0.3,-0.92,0
4,13,1,1,0,15,60,13,16,24,5,2,114.5,1,0,0,1,1,0,24,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,9.4,-0.8,-3.12,1
4,13,1,8,0,15,13,13,10,10,24,26,110.3,0,0,1,0,1,0,26,0,5,5,0.0,7.3999999999999995,5,9,0,6.874999999999999,10.8,1.4,1.74,0
4,0,1,5,0,15,71,13,16,16,5,7,137.2,1,0,1,1,1,0,18,0,6,11,5.0,13.625,6,9,4,11.75,16.2,0.3,-0.92,0
4,2,1,10,0,15,42,13,9,10,24,10,121.8,1,0,0,1,1,0,22,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,13.9,-0.3,0.79,0
4,0,2,11,0,15,60,13,20,15,5,8,127.3,1,0,0,1,1,0,18,0,8,8,7.0,11.69,8,8,7,11.69,10.8,1.4,1.74,1
4,16,1,4,0,16,26,13,24,9,0,21,120.0,0,0,1,0,1,0,20,0,6,11,0.0,7.3999999999999995,6,12,0,6.874999999999999,16.2,0.3,-0.92,0
4,16,1,1,0,16,67,13,20,20,5,7,150.0,0,0,0,1,1,0,25,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,15.5,2.8,-4.06,1
4,4,1,9,1,15,67,13,16,16,0,1,100.0,1,0,0,1,1,0,24,0,5,10,4.0,11.5,5,11,5,11.285714285714286,13.9,-0.3,0.79,1
4,13,1,6,0,15,67,13,16,16,0,1,150.0,1,0,0,1,1,0,27,0,5,10,1.0,14.0,5,0,0,6.874999999999999,8.9,1.4,3.51,0
4,2,1,15,0,15,36,13,16,9,0,1,116.9,0,0,0,1,1,0,21,0,6,7,5.0,11.0,6,7,5,12.4,15.5,2.8,-4.06,1
4,16,1,0,0,16,54,13,9,8,6,26,140.0,1,0,0,1,1,0,21,0,6,7,6.0,12.857142857142858,6,6,6,13.166666666666666,12.4,0.5,1.79,1
4,3,3,7,0,15,37,13,9,24,24,26,122.1,1,0,0,1,1,0,19,0,6,9,4.0,12.5,6,6,6,11.333333333333334,10.8,1.4,1.74,0
4,13,1,11,0,15,36,13,9,9,17,19,160.0,0,0,0,1,1,0,28,0,7,7,7.0,14.528571428571428,8,11,8,15.018181818181818,16.2,0.3,-0.92,1
4,16,1,0,0,16,67,13,24,9,0,2,150.0,0,0,0,1,1,1,21,0,6,8,6.0,13.0,6,10,6,12.625,15.5,2.8,-4.06,1
4,0,1,11,0,15,71,13,24,24,17,8,144.9,0,0,0,1,1,1,18,0,7,7,7.0,15.957142857142856,8,9,8,15.188888888888888,16.2,0.3,-0.92,1
4,2,2,8,0,15,33,13,9,8,24,21,116.3,1,0,0,1,1,0,19,0,5,8,5.0,13.25,5,8,5,11.0,13.9,-0.3,0.79,1
4,0,5,6,0,15,34,13,22,9,0,19,122.5,1,0,0,1,1,0,19,0,5,12,3.0,12.0,5,10,3,12.0,12.4,0.5,1.79,0
4,13,1,7,0,6,43,13,9,24,19,26,115.0,1,0,1,0,1,0,25,0,6,10,4.0,13.0,6,9,4,13.75,12.7,3.7,-1.7,0
4,4,1,4,0,15,18,13,22,22,8,2,115.0,0,0,1,1,1,0,21,0,10,12,9.0,11.77777777777778,8,11,3,13.666666666666666,15.5,2.8,-4.06,0
4,2,3,6,0,15,20,13,24,15,6,7,119.8,1,0,0,1,1,0,19,0,5,10,2.0,11.0,6,10,0,6.874999999999999,11.1,0.6,2.02,0
4,2,2,8,0,15,43,13,24,24,0,1,95.0,0,0,0,1,1,0,20,0,5,14,0.0,7.3999999999999995,5,5,0,6.874999999999999,11.1,0.6,2.02,0
4,16,1,0,0,16,67,13,16,15,5,7,150.0,0,0,0,1,1,0,25,0,10,16,10.5,12.428571428571429,9,13,6,10.857142857142858,15.5,2.8,-4.06,0
4,0,1,1,0,15,79,13,10,10,24,26,144.2,1,0,0,1,1,0,18,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,7.6,2.6,0.32,1
4,17,1,11,0,15,14,13,24,16,24,2,128.2,1,0,0,1,1,0,23,0,8,8,8.0,12.5075,8,8,8,12.5075,9.4,-0.8,-3.12,1
4,14,1,0,0,14,54,13,16,8,11,16,135.3,0,0,0,1,1,0,21,0,10,16,10.5,12.090909090909092,10,14,11,12.0,8.9,1.4,3.51,1
4,13,1,9,1,15,52,13,24,24,0,2,140.7,0,0,0,1,1,0,25,0,5,13,1.0,10.0,5,8,2,11.333333333333334,12.4,0.5,1.79,0
4,0,1,5,0,15,41,13,9,8,24,26,130.4,1,0,0,1,1,0,18,0,6,6,6.0,13.5,6,9,5,13.2,8.9,1.4,3.51,1
4,0,6,4,0,12,24,13,24,24,24,26,123.2,1,0,0,1,1,0,22,0,6,6,6.0,14.166666666666666,6,8,6,13.625,10.8,1.4,1.74,1
4,13,1,10,0,15,43,13,9,9,6,26,118.0,0,0,0,1,1,0,27,0,6,7,6.0,14.0,6,7,6,14.714285714285714,8.9,1.4,3.51,1
4,13,1,0,0,6,43,13,20,24,5,1,120.0,0,0,0,1,1,0,25,0,3,4,0.0,7.3999999999999995,3,5,0,6.874999999999999,16.2,0.3,-0.92,0
4,2,4,6,0,15,38,13,28,11,20,19,118.9,1,0,0,1,1,0,18,0,5,9,3.0,11.666666666666666,5,10,3,11.333333333333334,7.6,2.6,0.32,0
4,2,1,16,0,15,37,13,8,9,9,10,117.2,0,0,0,1,1,0,20,0,5,7,5.0,14.6,5,5,5,14.2,12.7,3.7,-1.7,1
4,13,1,0,0,15,26,13,16,20,5,7,120.0,0,0,0,1,1,0,27,0,6,10,5.0,13.0,6,13,5,11.5,16.2,0.3,-0.92,1
4,0,1,14,1,15,39,13,24,24,24,26,118.1,0,0,0,1,1,0,20,0,6,7,6.0,12.166666666666666,6,9,6,12.0,7.6,2.6,0.32,1
4,0,1,8,0,15,39,13,8,10,24,26,124.8,1,0,0,1,1,0,22,0,5,9,0.0,7.3999999999999995,5,5,1,12.0,7.6,2.6,0.32,0
4,2,6,6,0,15,14,13,9,16,17,2,106.5,1,0,0,1,1,0,19,0,5,10,3.0,10.5,5,11,3,10.8,12.4,0.5,1.79,0
4,4,4,1,0,15,20,13,9,22,24,2,109.3,0,0,0,1,1,0,19,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,9.4,-0.8,-3.12,1
3,13,1,16,0,3,43,13,24,24,0,1,120.0,1,0,0,0,1,0,29,0,5,12,0.0,7.3999999999999995,5,8,0,6.874999999999999,9.4,-0.8,-3.12,0
4,0,2,11,0,15,66,13,16,24,24,26,137.5,0,0,0,1,1,0,19,0,8,8,7.0,13.828571428571427,8,8,7,13.828571428571427,12.7,3.7,-1.7,1
3,0,1,13,0,15,45,13,10,10,17,19,120.4,0,0,0,1,0,0,20,0,6,7,6.0,11.5,6,6,6,11.666666666666666,7.6,2.6,0.32,1
4,0,4,4,0,15,47,13,10,10,24,10,136.7,1,0,0,1,0,0,20,0,6,6,4.0,13.5,6,8,6,13.625,10.8,1.4,1.74,1
4,13,1,14,1,15,43,13,28,17,20,9,118.5,1,0,0,1,0,0,31,0,6,12,0.0,7.3999999999999995,6,0,0,6.874999999999999,7.6,2.6,0.32,0
4,2,5,11,0,15,56,13,22,24,17,19,133.0,1,0,0,1,0,0,18,0,7,8,7.0,12.5375,8,9,7,12.614285714285714,13.9,-0.3,0.79,1
4,0,1,8,0,15,64,13,10,8,24,10,133.0,1,0,0,1,0,0,18,0,5,10,4.0,12.0,5,9,4,12.8,13.9,-0.3,0.79,1
4,2,1,15,0,15,6,13,10,10,19,21,102.0,0,0,0,1,0,0,19,0,6,8,5.0,11.8,6,8,5,11.6,10.8,1.4,1.74,1
4,0,1,8,0,15,58,13,24,9,6,8,133.9,0,0,0,1,0,1,18,0,5,5,5.0,15.0,5,5,5,15.2,12.7,3.7,-1.7,1
4,2,1,16,0,15,26,13,8,9,13,14,127.0,0,0,0,1,0,0,19,0,5,7,3.0,12.0,5,7,5,13.2,7.6,2.6,0.32,1
4,2,1,7,0,15,27,13,8,8,24,10,120.4,1,0,0,1,0,1,18,0,6,6,6.0,12.833333333333334,6,7,6,12.285714285714286,15.5,2.8,-4.06,1
4,0,3,15,0,15,28,13,10,10,24,8,124.5,1,0,0,1,0,0,19,0,6,12,6.0,11.666666666666666,6,14,3,12.0,7.6,2.6,0.32,1
4,0,4,12,0,15,28,13,10,24,17,1,123.9,0,0,0,1,0,0,19,0,7,9,7.0,12.1625,8,8,8,13.825,13.9,-0.3,0.79,1
4,0,2,10,0,15,29,13,9,24,24,8,117.8,1,0,0,1,0,0,18,0,6,6,6.0,13.833333333333334,6,11,6,14.555555555555555,10.8,1.4,1.74,1
4,16,1,10,0,16,13,13,10,24,24,1,110.0,0,0,0,1,0,1,20,0,6,9,6.0,12.125,6,7,6,13.571428571428571,11.1,0.6,2.02,1
4,13,1,9,1,9,26,13,10,10,24,26,141.0,0,0,0,1,0,0,29,0,10,15,10.5,11.454545454545457,10,16,11,11.545454545454543,10.8,1.4,1.74,0
4,2,1,2,0,15,43,13,8,22,19,22,111.5,0,0,0,0,0,1,20,0,6,10,4.0,12.0,6,14,3,10.0,7.6,2.6,0.32,0
0,13,1,2,0,15,58,13,10,24,24,2,140.0,0,0,1,0,0,0,31,0,7,8,6.0,12.666666666666666,7,9,5,12.6,8.9,1.4,3.51,0
4,2,1,10,0,15,66,13,9,10,19,1,134.3,0,1,0,1,0,0,20,0,6,7,6.0,12.666666666666666,6,9,6,13.77777777777778,10.8,1.4,1.74,1
4,2,1,0,0,15,42,13,8,10,24,26,125.3,1,0,0,1,0,0,21,0,10,16,10.5,11.88888888888889,10,13,12,11.461538461538462,15.5,2.8,-4.06,1
4,6,1,5,0,9,54,13,9,8,24,26,140.0,1,0,0,1,0,0,23,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,12.4,0.5,1.79,0
4,2,5,4,0,15,28,13,9,8,17,21,119.6,0,0,1,0,0,0,21,0,6,6,4.0,13.0,6,8,4,11.6,10.8,1.4,1.74,0
4,6,1,11,0,8,89,13,24,24,24,1,160.15000000000003,0,0,0,1,0,0,24,0,7,7,7.0,16.885714285714283,8,9,8,15.744444444444444,16.2,0.3,-0.92,1
4,13,1,14,1,15,26,13,24,24,0,1,150.5,0,0,0,1,0,0,27,0,6,6,6.0,12.5,6,6,6,12.333333333333334,15.5,2.8,-4.06,1
4,0,1,11,0,15,58,13,24,10,6,10,128.0,0,0,0,1,0,1,18,0,7,9,7.0,13.055555555555555,8,8,8,15.8125,13.9,-0.3,0.79,1
4,0,3,1,0,15,18,13,2,24,18,20,108.7,1,0,0,0,0,0,21,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,9.4,-0.8,-3.12,0
4,2,1,5,0,15,29,13,9,16,6,7,121.6,1,0,1,1,0,1,19,0,5,7,0.0,7.3999999999999995,5,5,0,6.874999999999999,7.6,2.6,0.32,0
4,0,6,11,0,15,40,13,8,9,19,21,125.3,1,0,0,1,0,1,19,0,8,8,7.0,12.355714285714283,8,8,7,12.355714285714283,10.8,1.4,1.74,1
4,2,1,16,0,15,36,13,9,8,10,25,117.6,0,0,0,1,0,0,18,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,12.4,0.5,1.79,0
3,0,1,14,1,15,67,13,24,10,0,21,139.9,1,0,0,1,0,0,24,0,6,9,5.0,13.0,6,6,6,14.166666666666666,9.4,-0.8,-3.12,1
4,0,1,4,0,15,19,13,24,24,8,9,110.8,1,0,0,1,0,0,20,0,6,6,6.0,12.833333333333334,6,10,6,11.166666666666666,12.4,0.5,1.79,1
4,0,1,11,0,15,39,13,9,10,24,26,117.8,1,0,0,1,0,1,19,0,8,8,7.0,12.357142857142858,8,8,7,12.357142857142858,12.7,3.7,-1.7,1
4,0,6,11,0,15,59,13,24,10,24,26,127.5,1,0,0,1,0,1,18,0,8,8,7.0,13.857142857142858,8,8,7,13.857142857142858,12.7,3.7,-1.7,1
4,2,2,13,0,9,8,13,10,10,19,10,129.7,1,0,0,1,0,1,20,0,6,6,6.0,12.333333333333334,6,6,6,10.666666666666666,9.4,-0.8,-3.12,1
4,2,1,11,0,15,58,13,10,10,24,10,130.6,1,0,0,1,0,0,20,0,7,8,7.0,12.847142857142858,8,10,8,13.788888888888888,16.2,0.3,-0.92,1
4,2,2,11,0,15,48,13,9,10,0,21,126.3,1,0,0,1,0,1,19,0,7,9,6.0,12.339999999999998,8,9,8,13.01875,11.1,0.6,2.02,1
4,0,1,7,0,15,43,13,16,9,0,19,105.0,1,0,0,1,0,0,20,0,6,6,6.0,13.833333333333334,6,6,6,12.5,12.7,3.7,-1.7,1
4,2,2,8,0,15,19,13,24,8,0,8,114.6,1,0,0,1,0,0,19,0,5,15,2.0,10.75,5,11,2,10.0,13.9,-0.3,0.79,0
4,2,5,2,0,15,20,13,8,8,24,21,114.6,1,0,0,1,0,0,19,0,6,11,4.0,13.25,6,10,4,10.25,9.4,-0.8,-3.12,0
4,2,1,11,0,15,48,13,8,10,19,19,131.0,1,0,0,1,0,1,18,0,8,8,8.0,13.73125,8,8,8,13.73125,9.4,-0.8,-3.12,1
4,2,4,4,0,15,19,13,8,10,24,26,109.0,0,0,0,1,0,1,23,0,6,6,6.0,13.333333333333334,6,8,3,12.666666666666666,11.1,0.6,2.02,0
4,0,1,2,0,15,43,13,9,9,24,10,132.0,1,0,0,1,0,0,21,0,6,8,5.0,12.0,6,9,5,10.8,12.7,3.7,-1.7,0
4,16,1,14,1,16,39,13,10,8,18,20,130.0,1,0,0,1,0,0,23,0,9,10,9.0,10.88888888888889,8,10,6,11.333333333333334,11.1,0.6,2.02,1
4,0,3,11,0,15,9,13,9,10,24,21,109.5,1,0,0,1,0,0,19,0,7,8,7.0,13.025,8,9,8,13.811111111111112,13.9,-0.3,0.79,1
4,2,2,7,0,15,33,13,24,8,17,20,115.9,1,0,0,1,0,0,18,0,6,6,6.0,13.0,6,6,6,14.166666666666666,12.4,0.5,1.79,1
4,0,1,7,0,15,45,13,9,10,24,26,131.6,1,1,0,1,0,0,19,0,6,10,5.0,11.8,6,10,5,12.0,10.8,1.4,1.74,1
4,13,1,11,0,15,43,13,9,10,24,26,120.0,0,0,0,1,0,1,25,0,8,8,7.0,12.042857142857144,8,8,7,12.042857142857144,12.7,3.7,-1.7,1
4,0,1,11,0,15,47,13,24,9,17,21,136.4,0,0,0,1,0,1,19,0,7,8,7.0,12.8375,8,8,8,15.5,13.9,-0.3,0.79,1
4,13,1,12,0,15,26,13,8,8,3,25,120.0,0,0,1,1,0,1,24,0,7,13,7.0,11.0,8,13,7,11.7,12.7,3.7,-1.7,1
4,0,1,10,0,15,46,13,10,10,24,21,132.6,1,0,0,1,0,1,18,0,6,7,6.0,13.5,6,9,5,14.0,8.9,1.4,3.51,1
4,2,5,13,0,15,28,13,10,10,19,19,112.9,1,0,0,1,0,1,19,0,6,8,6.0,12.125,6,7,6,12.714285714285714,16.2,0.3,-0.92,1
4,0,5,11,0,15,63,13,10,10,24,26,134.3,0,0,0,1,0,1,18,0,8,12,7.0,12.62857142857143,8,12,7,12.62857142857143,12.7,3.7,-1.7,1
4,2,3,13,0,15,27,13,24,24,0,19,117.2,0,0,0,1,0,0,19,0,6,11,5.0,11.2,6,13,5,11.6,15.5,2.8,-4.06,1
4,3,1,7,0,15,46,13,24,24,6,8,129.8,0,0,0,1,0,1,18,0,6,6,6.0,12.666666666666666,6,6,6,11.833333333333334,12.7,3.7,-1.7,0
3,13,1,10,0,15,39,13,10,10,24,22,158.0,0,0,1,0,0,0,34,0,6,7,4.0,13.5,6,6,0,6.874999999999999,12.7,3.7,-1.7,0
4,0,2,7,0,15,11,13,8,8,19,21,115.0,1,0,1,0,0,0,20,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,8.9,1.4,3.51,0
3,13,1,9,1,9,54,13,9,9,24,21,152.4,0,0,0,1,0,0,26,0,5,5,5.0,12.0,5,6,5,14.833333333333334,10.8,1.4,1.74,1
4,4,2,12,0,15,26,13,24,9,0,8,110.2,0,0,0,1,0,0,27,0,7,9,7.0,12.228571428571428,8,10,8,13.2125,10.8,1.4,1.74,1
4,0,1,10,0,15,20,13,24,8,17,9,113.5,1,0,0,1,0,0,20,0,5,6,4.0,11.5,5,5,4,10.75,9.4,-0.8,-3.12,1
4,2,1,13,0,15,68,13,9,24,17,22,144.4,1,0,0,1,0,0,18,0,6,8,6.0,15.375,6,7,6,16.428571428571427,16.2,0.3,-0.92,1
4,13,1,11,0,6,43,13,24,17,0,8,100.0,0,0,0,1,0,0,24,0,8,11,7.0,12.614285714285714,8,11,7,12.614285714285714,12.7,3.7,-1.7,1
4,16,1,13,0,16,39,13,8,8,18,26,126.3,1,0,0,1,0,1,19,0,6,7,5.0,12.2,6,6,6,11.5,13.9,-0.3,0.79,1
4,0,1,7,0,15,33,13,9,8,6,19,115.9,0,0,0,1,0,0,19,0,6,13,4.0,11.75,6,10,4,11.0,10.8,1.4,1.74,1
4,7,1,14,1,15,27,13,24,8,17,21,112.3,0,0,0,1,0,0,22,0,10,16,10.5,10.923076923076923,10,13,11,11.454545454545457,16.2,0.3,-0.92,1
4,4,1,4,0,15,56,13,24,9,17,2,127.0,0,0,0,1,0,0,20,0,6,6,5.0,12.4,6,9,5,12.4,12.7,3.7,-1.7,1
4,13,1,0,0,15,39,13,9,9,24,26,120.0,0,0,0,1,0,0,25,0,6,6,0.0,7.3999999999999995,6,6,0,6.874999999999999,11.1,0.6,2.02,0
4,16,1,0,0,16,96,13,24,16,0,7,160.15000000000003,0,0,0,1,0,0,21,0,6,6,6.0,15.833333333333334,6,8,6,15.5,15.5,2.8,-4.06,1
4,2,4,7,0,15,36,13,24,9,0,9,115.8,1,0,0,1,0,0,18,0,6,7,6.0,12.571428571428571,6,6,6,13.666666666666666,13.9,-0.3,0.79,1
4,0,3,10,0,15,34,13,10,10,20,22,136.5,1,0,0,1,0,0,18,0,5,7,3.0,12.0,5,7,4,13.25,7.6,2.6,0.32,1
4,2,3,11,0,15,58,13,16,16,24,21,129.0,1,0,0,1,1,0,19,0,7,8,7.0,13.3625,8,9,8,14.444444444444445,13.9,-0.3,0.79,1
4,0,1,16,0,15,59,4,16,16,18,20,137.6,1,0,0,1,0,1,19,1,5,6,5.0,15.4,5,5,5,16.0,10.8,1.4,1.74,1
4,2,2,7,0,15,34,13,10,8,17,19,129.5,1,0,1,0,0,0,18,0,6,9,5.0,12.2,6,9,4,11.75,10.8,1.4,1.74,0
4,7,1,13,0,16,54,13,8,8,17,21,129.1,1,0,0,1,0,1,20,0,10,11,10.5,12.818181818181818,10,11,11,13.545454545454543,12.4,0.5,1.79,1
4,2,5,11,0,15,64,13,24,9,0,10,130.2,1,0,0,1,0,0,19,0,7,0,0.0,7.3999999999999995,8,0,0,6.874999999999999,12.4,0.5,1.79,0
4,17,1,11,0,15,4,13,9,10,17,21,134.3,1,0,0,1,0,0,28,0,10,16,10.5,13.394736842105264,10,16,12,13.554736842105264,16.2,0.3,-0.92,1
4,0,1,13,0,15,68,13,10,24,24,26,138.4,1,0,0,1,0,1,20,0,6,8,6.0,14.25,6,8,6,11.0,12.7,3.7,-1.7,1
4,17,1,14,1,15,26,13,10,8,13,21,120.0,1,0,0,1,0,0,30,0,10,16,9.0,13.444444444444445,7,7,7,14.714285714285714,7.6,2.6,0.32,0
4,0,4,11,0,15,46,13,24,9,24,21,123.5,1,0,0,1,0,1,19,0,7,8,7.0,12.285714285714286,8,10,8,11.7375,12.4,0.5,1.79,1
4,0,2,4,0,15,27,13,9,9,6,8,116.1,1,0,0,1,0,0,22,0,6,7,6.0,11.666666666666666,6,7,5,13.2,12.7,3.7,-1.7,1
4,0,1,15,0,15,19,13,8,8,17,10,110.8,1,0,0,1,0,0,18,0,6,8,6.0,12.166666666666666,6,6,6,13.5,11.1,0.6,2.02,1
4,2,1,2,0,15,63,13,10,10,24,26,142.8,1,0,0,1,0,0,23,0,6,11,2.0,10.0,6,15,2,11.0,7.6,2.6,0.32,0
4,2,4,4,0,15,78,13,24,9,17,21,155.5,1,0,0,1,0,0,18,0,6,6,6.0,14.0,6,6,6,15.0,11.1,0.6,2.02,1
3,13,1,7,0,6,4,13,10,10,20,22,160.15000000000003,0,0,1,0,1,0,34,0,6,7,1.0,15.0,5,12,0,6.874999999999999,10.8,1.4,1.74,0
4,0,1,1,0,15,68,1,16,16,5,19,160.15000000000003,1,0,0,1,0,1,19,1,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,13.9,-0.3,0.79,1
4,2,2,15,0,15,31,1,9,8,24,26,123.3,1,0,0,1,0,0,22,1,6,7,6.0,10.833333333333334,6,6,6,10.666666666666666,13.9,-0.3,0.79,1
4,16,1,13,0,16,54,1,24,24,0,20,137.5,0,0,1,1,0,1,23,1,6,7,6.0,13.142857142857142,6,6,6,14.0,12.4,0.5,1.79,1
4,3,4,16,0,15,89,13,24,24,0,19,160.15000000000003,0,0,1,0,0,1,20,0,5,8,5.0,14.4,5,6,5,14.0,12.7,3.7,-1.7,0
0,13,1,13,0,6,43,13,10,10,24,2,103.5,0,0,0,0,0,0,34,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,13.9,-0.3,0.79,0
0,13,1,0,0,6,43,13,10,10,24,26,110.0,0,0,0,1,1,0,34,0,10,16,7.0,12.0,10,16,9,11.22222222222222,15.5,2.8,-4.06,1
3,4,1,9,1,15,4,13,10,10,24,26,128.2,0,0,0,1,1,0,34,0,10,13,9.0,12.2,10,12,10,12.8,7.6,2.6,0.32,1
4,13,1,16,0,16,26,13,10,10,8,26,137.7,1,0,0,0,1,0,34,0,3,3,3.0,12.333333333333334,2,2,2,11.0,12.4,0.5,1.79,0
4,2,3,11,0,15,42,13,8,9,24,10,128.8,1,0,0,1,1,0,18,0,7,8,7.0,11.8375,8,9,8,12.48125,13.9,-0.3,0.79,1
5,13,1,9,1,15,26,13,10,24,24,7,160.15000000000003,0,0,0,1,1,0,34,0,5,5,5.0,11.8,5,6,5,14.0,9.4,-0.8,-3.12,1
0,13,2,8,0,6,43,13,10,10,24,21,116.4,0,0,1,0,1,0,34,0,5,5,0.0,7.3999999999999995,5,9,0,6.874999999999999,10.8,1.4,1.74,0
0,13,1,5,0,6,43,13,10,8,24,1,100.9,0,0,0,1,1,0,34,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,15.5,2.8,-4.06,0
3,4,1,0,0,15,43,13,10,10,24,21,136.0,0,0,0,1,1,0,34,0,10,16,10.5,12.68421052631579,10,13,12,12.384615384615383,15.5,2.8,-4.06,1
4,13,1,3,0,15,4,1,8,10,24,10,100.0,0,0,1,0,1,0,34,1,7,16,3.0,11.25,7,7,0,6.874999999999999,16.2,0.3,-0.92,0
3,13,1,5,0,6,43,13,15,24,5,26,157.0,1,0,0,1,1,0,34,0,5,13,4.0,14.0,5,9,4,15.5,10.8,1.4,1.74,1
4,0,1,8,0,15,58,13,16,24,17,19,152.1,1,0,1,1,1,0,18,0,5,15,4.0,13.333333333333334,5,6,2,13.5,13.9,-0.3,0.79,0
3,0,1,14,1,15,84,13,10,10,20,22,160.15000000000003,1,0,0,1,1,0,34,0,6,7,6.0,13.666666666666666,6,6,6,13.666666666666666,7.6,2.6,0.32,1
4,16,1,0,0,16,54,13,24,8,24,9,140.0,1,0,0,1,1,0,22,0,6,12,5.0,12.6,6,11,6,11.714285714285714,12.4,0.5,1.79,1
4,4,1,6,0,15,54,13,10,8,17,21,146.5,0,0,0,1,1,0,34,0,5,10,3.0,17.0,5,11,1,17.0,13.9,-0.3,0.79,0
3,13,1,8,0,6,43,13,10,9,24,8,128.0,0,0,0,1,1,0,34,0,5,9,3.0,14.0,5,8,3,13.666666666666666,8.9,1.4,3.51,0
4,6,1,12,0,10,100,13,17,17,5,7,160.15000000000003,1,0,0,1,1,0,34,0,4,4,4.0,13.875,2,1,1,12.5,11.1,0.6,2.02,0
3,13,1,9,1,15,26,13,10,10,24,26,133.2,1,0,0,1,1,0,32,0,5,5,0.0,7.3999999999999995,5,5,0,6.874999999999999,7.6,2.6,0.32,0
4,13,1,13,0,13,4,13,10,10,24,26,124.3,0,0,0,1,1,0,34,0,9,9,9.0,13.11111111111111,7,7,7,14.857142857142858,10.8,1.4,1.74,1
1,13,1,9,1,15,26,13,10,10,24,26,138.1,0,0,0,1,1,1,34,0,5,8,5.0,13.0,5,11,4,13.333333333333334,16.2,0.3,-0.92,0
3,13,1,14,1,15,43,13,9,24,0,10,144.3,0,0,0,1,1,0,34,0,10,10,10.0,12.5,7,7,7,12.142857142857142,10.8,1.4,1.74,1
3,13,1,0,0,15,67,13,10,10,24,20,140.0,0,0,0,1,1,0,34,0,10,16,10.5,14.11111111111111,10,13,12,14.23076923076923,15.5,2.8,-4.06,1
3,13,1,15,0,15,26,13,24,9,24,26,148.3,0,0,0,1,1,0,34,0,10,11,10.5,14.727272727272728,9,9,9,15.77777777777778,10.8,1.4,1.74,1
4,13,1,14,1,15,43,13,10,4,24,21,96.0,0,0,1,0,1,0,34,0,6,6,0.0,7.3999999999999995,5,6,0,6.874999999999999,12.4,0.5,1.79,0
3,13,1,9,1,6,43,13,8,8,13,14,121.7,1,0,0,1,1,0,34,0,5,5,0.0,7.3999999999999995,5,5,0,6.874999999999999,7.6,2.6,0.32,0
4,13,1,6,0,15,4,13,10,10,24,10,160.0,0,0,1,0,1,0,34,0,5,5,0.0,7.3999999999999995,5,5,0,6.874999999999999,15.5,2.8,-4.06,0
3,13,1,16,0,15,43,13,10,10,13,14,110.3,0,0,0,1,1,0,33,0,5,7,4.0,13.5,5,6,5,11.6,7.6,2.6,0.32,1
